ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
98,Australia,AUS,,,Pacific,Social and economic measures,Emergency administrative structures activated or established,No,Australian Health Sector Emergency Plan Activated,Not applicable,17/02/2020,Department of Health,Government,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert#current-status,14/03/2020,
1074,Australia,AUS,,,Pacific,Public health measures,Awareness campaigns,Yes,Subscription service available for COVID-19 newsletter for GPs,,17/03/2020,Ministry of Health,Government,https://www.health.gov.au/news/subscription-service-for-covid-19-newsletter-for-gps-now-available,21/03/2020,
1075,Australia,AUS,,,Pacific,Public health measures,Awareness campaigns,No,A national campaign has launched to inform all Australians about the coronavirus (COVID-19).,,20/03/2020,Ministry of Health,Government,https://www.health.gov.au/news/subscription-service-for-covid-19-newsletter-for-gps-now-available,21/03/2020,
1076,Australia,AUS,,,Pacific,Social and economic measures,Economic measures,Yes,"Additional funding of $444.6 million to strengthen the aged care industry, with specific mechanisms to reinforce the aged care workforce.",,20/03/2020,Ministry of Health,Government,https://www.health.gov.au/ministers/senator-the-hon-richard-colbeck/media/measures-to-support-senior-australians-and-those-who-care-for-them,21/03/2020,
1077,Australia,AUS,,,Pacific,Public health measures,Introduction of quarantine policies,Yes,"From 1 May 2020, you must have had your influenza vaccination to visit an aged care facility.",,18/03/2020,Ministry of Health,Government,https://www.health.gov.au/news/advice-for-aged-care-facilities-and-visitors-to-residents,21/03/2020,
1078,Australia,AUS,,,Pacific,Movement restrictions,Border closure ,No,"From 9pm AEDT 20 March 2020, our borders are closed except for Australian citizens, residents and immediate family members. Arrivals must self isolate for 14 days",,20/03/2020,Aust Govt,Government,https://www.australia.gov.au,21/03/2020,
1079,Australia,AUS,,,Pacific,Public health measures,Introduction of quarantine policies,Yes,"All travellers to Australia are required to self-isolate for 14 days, either at home or in a hotel.",,20/03/2020,Aust Govt,Government,https://www.australia.gov.au,21/03/2020,
1080,Australia,AUS,,,Pacific,Social and economic measures,Economic measures,Yes,Australian banks to defer loan repayments for small businesses affected by COVID-19 by 6 months. ,,20/03/2020,Aust Govt,Government,https://www.pm.gov.au/media/update-coronavirus-measures-0,21/03/2020,
1081,Australia,AUS,,,Pacific,Social distancing,Limit public gatherings,No,"Non-essential indoor gatherings of fewer than 100 people permitted if in a given occupied space, there must be a density of no more than one person per four square metres of floor space. The 4 square metre arrangements for venues will come into effect from 20 March 2020 and will be mandated through state and territory regulatory arrangements.",,20/03/2020,Aust Govt,Government,https://www.pm.gov.au/media/update-coronavirus-measures-1,21/03/2020,
1082,Australia,AUS,,,Pacific,Social and economic measures,Emergency administrative structures activated or established,Yes,"Under the Commonwealth Biosecurity Act 2015 states and territories will nominate remote Indigenous areas in consultation with Indigenous communities, and an emergency requirement determined under the Biosecurity Act 2015 will restrict persons from entering or leaving those nominated areas.",,20/03/2020,Aust Govt,Government,https://www.pm.gov.au/media/update-coronavirus-measures-2,21/03/2020,
1083,Australia,AUS,,,Pacific,Social distancing,Changes in prison-related policies,Yes,"State and Territory leaders agreed that from 20 March 2020 each State’s and Territory’s adult correctional system will restructure personal prison visits to help manage the risk posed to prisoners and staff by the introduction of COVID-19 into custodial facilities. Depending on their operational needs, this may include stopping visits in some jurisdictions",,20/03/2020,Aust Govt,Government,https://www.pm.gov.au/media/update-coronavirus-measures-2,21/03/2020,
1100,Australia,AUS,,,Pacific,Social distancing,Limit public gatherings,No,"Australian authorities closed Bondi beach and removed hundreds of people from other popular Sydney beaches on Saturday, citing the “irresponsible behaviour” of large crowds that had gathered in clear defiance of public health warnings of gatherings over 500 people.",,20/03/2020,The Guardian,Media,https://www.theguardian.com/australia-news/2020/mar/21/bondi-beach-closed-down-after-crowds-defy-ban-on-gatherings-of-more-than-500-people?utm_term=RWRpdG9yaWFsX0d1YXJkaWFuVG9kYXlVS19XZWVrZW5kLTIwMDMyMQ%3D%3D&utm_source=esp&utm_medium=Email&CMP=GTUK_email&utm_campaign=GuardianTodayUK,21/03/2020,
1421,Australia,AUS,,,Pacific,Social distancing,Public services closure ,Yes,"Pubs, licensed clubs and hotels (excluding accommodation), places of worship, gyms, indoor sporting venues, cinemas, casinos to close from midday Monday, March 22 for at least 6 months",,22/03/2020,Aust Govt,Government,https://www.australia.gov.au,22/03/2020,
1422,Australia,AUS,,,Pacific,Social distancing,Limit public gatherings,No,No non-essential gatherings of more than 500 people outside or more than 100 people inside. All non-essential indoor gatherings of less than 100 people must have no more than one person per 4sqm. All Australians should expect their local businesses to be following this rule.,,22/03/2020,Aust Govt,Government,https://www.australia.gov.au,22/03/2020,
1423,Australia,AUS,"NSW, Vic, ACT",,Pacific,Social distancing,Public services closure ,Yes,"All non-essential services in New South Wales, Victoria, and the Australian Capital Territory will be shut down over the next two days excluding supermarkets, petrol stations, pharmacies, convenience stores, freight and logistics, and home delivery. ",,22/03/2020,SBS News,Media,https://www.sbs.com.au/news/states-to-shut-down-non-essential-services-victorian-school-holidays-brought-forward,22/03/2020,
1424,Australia,AUS,"Vic, ACT",,Pacific,Social distancing,Schools closure ,Yes,"In Victoria, school holidays will also be brought forward to enable schools to close from Tuesday. Schools in Canberra will be open on Monday but move to online learning from Tuesday.",,22/03/2020,SBS News,Media,https://www.sbs.com.au/news/states-to-shut-down-non-essential-services-victorian-school-holidays-brought-forward,22/03/2020,
1425,Australia,AUS,,,Pacific,Public health measures,General recommendations,No,PM urged Australians to cancel all non-essential domestic travel.,,22/03/2020,SBS News,Media,https://www.sbs.com.au/news/states-to-shut-down-non-essential-services-victorian-school-holidays-brought-forward,22/03/2020,
1426,Australia,AUS,,,Pacific,Social and economic measures,Economic measures,Yes,"Government’s new $66 billion coronavirus stimulus to provide relief for small business, casuals and welfare recipients",,22/03/2020,SBS News,Media,https://www.sbs.com.au/news/government-s-66-billion-coronavirus-stimulus-to-provide-relief-for-small-business-casuals-and-welfare-recipients,22/03/2020,
1427,Australia,AUS,"SA, WA, Tas, NT",,Pacific,Movement restrictions,Domestic travel restrictions,Yes,"South Australia and Western Australia will effectively close their borders on March 24 at 4pm anyone entering the state would be subject to a mandatory 14-day isolation period. Essential services, including the supply of food would not be affected. Tasmania and the Northern Territory already have such restrictions in place.",,22/03/2020,SBS News,Media,https://www.sbs.com.au/news/states-to-shut-down-non-essential-services-victorian-school-holidays-brought-forward,22/03/2020,
1428,Australia,AUS,,,Pacific,Social and economic measures,Economic measures,Yes,"The Government is allowing individuals “in financial stress” by the Coronavirus to access up to $10,000 of their superannuation in 2019-20 and a further $10,000 in 2020-21.",,22/03/2020,Aust Treasury,Government,https://treasury.gov.au/coronavirus/households,22/03/2020,
1429,Australia,AUS,,,Pacific,Social and economic measures,Economic measures,Yes,"The Government is guaranteeing unsecured small business loans up to $AU250,000 for lenders providing credit to existing small business customers. This reform will help small businesses get access to credit quickly and efficiently.",,22/03/2020,Aust Treasury,Government,https://treasury.gov.au/coronavirus/business-investment,22/03/2020,
2251,Australia,AUS,Qld,,Pacific,Movement restrictions,Domestic travel restrictions,Yes,Anyone entering Queensland from the air or by road will be forced to isolate themselves for 14 days from Wednesday night 25 March ,Other (add in comments),25/03/2020,SBS News,Media,https://www.sbs.com.au/news/queensland-becomes-latest-state-to-close-borders-amid-covid-19-pandemic,25/03/2020,
2252,Australia,AUS,,,Pacific,Movement restrictions,International flights suspension,No,"All Australians will be barred from leaving the country to travel overseas, with small exceptions for some aid workers and vital government duties.",Not applicable,25/03/2020,SBS News,Media,https://www.sbs.com.au/news/australians-will-be-banned-from-leaving-the-country-under-new-coronavirus-measures,25/03/2020,
2253,Australia,AUS,,,Pacific,Social distancing,Public services closure ,Yes,"Nail salons, libraries, public pools, galleries, museums, youth centres, community halls, clubs, RSLs and yoga studios forced to close. Shopping centres, hairdressers and fitness boot camps ok to stay open",Not applicable,25/03/2020,SBS News,Media,https://www.sbs.com.au/news/confused-about-the-new-coronavirus-measures-here-s-what-you-can-and-can-t-do,25/03/2020,
2254,Australia,AUS,,,Pacific,Social distancing,Limit public gatherings,Yes,"Funerals will be limited to 10 people - who must stand 1.5 meters away from each other. Weddings can also go ahead, but with a maximum of five people: the couple, the celebrant and two guests.",Not applicable,25/03/2020,SBS News,Media,https://www.sbs.com.au/news/confused-about-the-new-coronavirus-measures-here-s-what-you-can-and-can-t-do,25/03/2020,
2255,Australia,AUS,,,Pacific,Public health measures,General recommendations,No,"Prime Minister Scott Morrison has urged Australians to stay home except for essential trips, ordering more businesses to close to stop people gathering. On Tuesday, Mr Morrison told Australians to only leave the house when ""it is absolutely necessary you go out"". He said Australians should continue working but it was ""strongly encouraged to work from home"".",Not applicable,24/03/2020,SBS News,Media,https://www.sbs.com.au/news/scott-morrison-tells-australians-to-stay-home-unless-absolutely-necessary-to-go-out,25/03/2020,
2256,Australia,AUS,,,Pacific,Public health measures,Strengthening the public health system,Yes,Non-urgent elective surgeries in Australia's public and private hospitals will be banned from midnight in a bid to preserve the healthcare system to respond to the coronavirus pandemic.,Not applicable,25/03/2020,ABC News,Media,https://www.abc.net.au/news/2020-03-25/coronavirus-covid-19-commission-scott-morrison-elective-surgery/12088522,25/03/2020,
2257,Australia,AUS,,,Pacific,Public health measures,Strengthening the public health system,Yes, doctors in specialist areas outside of critical care and the ICU are being told to be prepare for reassignment out of their normal areas in order to fight the virus in the coming months. This includes specialities such as physiotherapists being re-trained in critical care procedures and GPs being placed into special COVID-19 response teams.,Not applicable,25/03/2020,ABC News,Media,https://www.abc.net.au/news/2020-03-25/coronavirus-covid-19-commission-scott-morrison-elective-surgery/12088522,25/03/2020,
2277,Australia,AUS,,,Pacific,Public health measures,Testing policy,No,Australia's deputy chief medical officer says authorities will soon announce recent overseas travel will no longer be a requirement to be tested for COVID-19.,Not applicable,25/03/2020,SBS News,Media,https://www.sbs.com.au/news/coronavirus-testing-guidelines-in-australia-are-about-to-change,25/03/2020,
2278,Australia,AUS,,,Pacific,Movement restrictions,Domestic travel restrictions,Yes,"Travellers seeking entry into Tasmania face further restrictions with the government warning that those seeking to use the ferry service to enter the state will be turned away in most cases. Only essential travellers or Tasmanians returning home are allowed to use the TT-Line Bass Strait service, Premier Peter Gutwein announced on Tuesday.",,24/03/2020,SBS News,Media,https://www.sbs.com.au/news/queues-at-state-borders-as-new-restrictions-come-into-force,25/03/2020,
405,Austria,AUT,,,Europe,Lockdown,Partial lockdown,No,"Citizens are suspend all non-essential activities outside their homes and stay in their homes for the duration for one week; ecemptions are essential work, for essential shopping or services, helping someone else, physical activity if alone or with co-living persons",Fines,16/03/2020,Ministry of Social Affairs,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,15/03/2020,
407,Austria,AUT,,,Europe,Social distancing,Limit public gatherings,No,ban of public gatherings over 5 people; closure of restaurants,Not applicable,16/03/2020,Ministry of Social Affairs,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,15/03/2020,
