record_id,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,intervention_clean,date_of_update,status,subpopulation,required,enforcement,details,status_simp
42,2020-03-29T18:27:28Z,Yes,MWI,Malawi,NA,NA,NA,Primary school closures,2020-03-23,closed,entire population,required,NA,NA,closed/restricted/all/yes
42,2020-03-29T18:27:28Z,Yes,MWI,Malawi,NA,NA,NA,Secondary school closures,2020-03-23,closed,entire population,required,NA,NA,closed/restricted/all/yes
42,2020-03-29T18:27:28Z,Yes,MWI,Malawi,NA,NA,NA,Post-secondary school closures,2020-03-23,closed,entire population,required,NA,NA,closed/restricted/all/yes
42,2020-03-29T18:27:28Z,Yes,MWI,Malawi,NA,NA,NA,Limiting size of gatherings,2020-03-20,required,entire population,NA,NA,"restricting public gatherings to less than 100 people forthwith. This restriction applies to all gatherings including weddings, funerals, church, congregations,rallies, government meetings etc; The national security apparatus has being ordered into action to enforce these restrictions.",closed/restricted/all/yes
42,2020-03-29T18:27:28Z,Yes,MWI,Malawi,NA,NA,NA,State of emergency,2020-03-20,yes,NA,NA,NA,National government declared a State of Disaster even before any cases have been confirmed,closed/restricted/all/yes
43,2020-03-29T18:45:50Z,Yes,MWI,Malawi,NA,NA,NA,Border closures for entering by air,2020-03-20,partially closed,geographic subpopulation,NA,NA,"Banned travel of foreign nationals from countries highly affected by coronavirus disease. However, SADC countries are exempted.  Returning residents and nationals from coronavirus affected countries will be subjected to self or institutional quarantine.","partially closed/partially restricted/
recommended/some"
43,2020-03-29T18:45:50Z,Yes,MWI,Malawi,NA,NA,NA,Border closures for entering by land,2020-03-20,partially closed,geographic subpopulation,NA,NA,"Banned travel of foreign nationals from countries highly affected by coronavirus disease. However, SADC countries are exempted.  Returning residents and nationals from coronavirus affected countries will be subjected to self or institutional quarantine.","partially closed/partially restricted/
recommended/some"
44,2020-03-29T19:55:43Z,No,CAN,Canada,CAN.2_1,British Columbia,NA,Nursing home/long-term care closures,2020-03-11,partially closed,entire population,recommended,NA,"Today, we are asking British Columbians to take additional care of seniors and people with compromised immune systems. Do not visit them if you are sick. If they are living at home and are sick, consider how you may support them with food and other necessities. If you need to visit a longterm care home or other healthcare facility, go one person at a time and limit your visit to the person you know.","partially closed/partially restricted/
recommended/some"
46,2020-03-29T20:32:03Z,No,USA,United States of America,USA.25_1,Mississippi,NA,"Leisure, entertainment, and religious venue closures",2020-03-12,partially closed,entire population,required,NA,"MS Dept of Archives and History, public announcement on 12 Mar 2020, officially closed to the public on the 13th.","partially closed/partially restricted/
recommended/some"
46,2020-03-29T20:32:03Z,No,USA,United States of America,USA.25_1,Mississippi,NA,State of emergency,2020-03-14,yes,NA,NA,NA,"Executive Order No. 1485, declaration of SoE from Gov. Tate Reeves",closed/restricted/all/yes
47,2020-03-29T21:35:17Z,No,USA,United States of America,USA.25_1,Mississippi,NA,Military and police deployment,2020-03-14,yes,NA,NA,NA,Called up the Ntl Guard to active duty and gave Major General Janson Boyles the prerogative to use Ntl Guard personnel to assist state and local health authorities,closed/restricted/all/yes
48,2020-03-29T21:41:39Z,No,USA,United States of America,USA.25_1,Mississippi,NA,Primary school closures,2020-03-14,closed,entire population,required,NA,Closed all public schools through April 17,closed/restricted/all/yes
48,2020-03-29T21:41:39Z,No,USA,United States of America,USA.25_1,Mississippi,NA,Secondary school closures,2020-03-14,closed,entire population,required,NA,Closed all public schools through April 17,closed/restricted/all/yes
50,2020-03-29T21:53:05Z,No,USA,United States of America,USA.25_1,Mississippi,NA,Office closures,2020-03-24,partially closed,entire population,required,NA,NA,"partially closed/partially restricted/
recommended/some"
51,2020-03-29T22:04:45Z,No,USA,United States of America,USA.25_1,Mississippi,NA,Primary school closures,2020-03-19,closed,entire population,required,NA,School closures through Apr 17,closed/restricted/all/yes
51,2020-03-29T22:04:45Z,No,USA,United States of America,USA.25_1,Mississippi,NA,Secondary school closures,2020-03-19,closed,entire population,required,NA,School closures through Apr 17,closed/restricted/all/yes
51,2020-03-29T22:04:45Z,No,USA,United States of America,USA.25_1,Mississippi,NA,Limiting size of gatherings,2020-03-24,recommended,entire population,NA,NA,MS residents shall avoid social and other nonessential gathering in groups of more than 10 people where the gatherings in a single space at the same time were individuals are in close proximity to each other.  Shall avoid indicating recommendation rather than requirement.,"partially closed/partially restricted/
recommended/some"
51,2020-03-29T22:04:45Z,No,USA,United States of America,USA.25_1,Mississippi,NA,Military and police deployment,2020-03-16,yes,NA,NA,NA,"Directs Major General Janson D. Boyles, Adjutant General, toorder out such officers and enlisted personnel of the Mississippi National Guard as he deems necessaryand requisite for such duration as he deems appropriate to assist state and local civil authorities.",closed/restricted/all/yes
51,2020-03-29T22:04:45Z,No,USA,United States of America,USA.25_1,Mississippi,NA,State of emergency,2020-03-16,yes,NA,NA,NA,NA,closed/restricted/all/yes
51,2020-03-29T22:04:45Z,No,USA,United States of America,USA.25_1,Mississippi,NA,Restaurant closures (excluding takeout/delivery),2020-03-24,partially closed,entire population,required,NA,"Initially given on 24 Mar 2020 supplemental clarification given on 26 Mar 2020; restaurants are encouraged to do take out, drive through, and/or delivery but are allowed to have dining areas open provided businesses can guarantee that there are no more than 10 individuals in seating area or other closeproximity quarters  see the limits below","partially closed/partially restricted/
recommended/some"
51,2020-03-29T22:04:45Z,No,USA,United States of America,USA.25_1,Mississippi,NA,Limiting number of patrons in restaurants,2020-03-24,required,entire population,NA,NA,Max of 10 people in a sitting area or closeproximity space at a time.,closed/restricted/all/yes
53,2020-03-29T23:08:21Z,No,RUS,Russian Federation,RUS.43_1,Moscow City,NA,Primary school closures,2020-03-21,partially closed,entire population,required,NA,"Close schools 21 march  12 april, including sports schools and extracurricular schools. For children in 1st through 4th grade, can create work groups up to 12 people upon request from parents","partially closed/partially restricted/
recommended/some"
53,2020-03-29T23:08:21Z,No,RUS,Russian Federation,RUS.43_1,Moscow City,NA,Secondary school closures,2020-03-21,closed,entire population,required,NA,"Close schools 21 march  12 april, including sports schools and extracurricular schools.",closed/restricted/all/yes
53,2020-03-29T23:08:21Z,No,RUS,Russian Federation,RUS.43_1,Moscow City,NA,Household confinement,2020-03-16,fully restricted,other subpopulation,required,NA,"Expanded list of countries that require selfquarantine for 14 days of the traveler and his/her/their household members to include all the countries included previously  USA, UK, EU, Ukraine, Belorussia, all countries in Europe that are not part of EU.",closed/restricted/all/yes
53,2020-03-29T23:08:21Z,No,RUS,Russian Federation,RUS.43_1,Moscow City,NA,"Leisure, entertainment, and religious venue closures",2020-03-16,closed,entire population,required,NA,Closed all activities of Moskovskoye Dolgoletie Moscow govt program for people  55 years old and other social welfare services,closed/restricted/all/yes
53,2020-03-29T23:08:21Z,No,RUS,Russian Federation,RUS.43_1,Moscow City,NA,Limiting size of gatherings,2020-03-16,required,entire population,NA,NA,No more indoor events with more than 50 people until April 10; no outdoor leisure/sports/entertainment events AT ALL until April 10,closed/restricted/all/yes
53,2020-03-29T23:08:21Z,No,RUS,Russian Federation,RUS.43_1,Moscow City,NA,Symptom screening at checkpoints within borders,2020-03-14,required,other subpopulation,NA,NA,Temperature taken at entry of all health facilities; those with elevated temperature receive a face mask,closed/restricted/all/yes
54,2020-03-29T23:22:35Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Symptom screening when entering by air,2019-12-31,required,geographic subpopulation,NA,NA,"Passengers on direct flights from Wuhan were monitored for fever and requested for TOCC history travel, occupation, contact, and clustering of suspected cases.",closed/restricted/all/yes
