"","unique_id","date_announced","date_start","date_end","type","type_sub_cat","description","country","enforcer","target_geog_level","init_country_level","link","province"
"66","AB087",2020-05-05,2020-05-05,NA,"Health Resources","Unspecified Health Materials","Who: Government of Alberta, Officer of the Premier, Minister of Health, Alberta Health Services
What: Announced investment of $1.7 million into virus detecting equipment and technology, doubling Alberta’s maximum capacity for testing from 7,000 to 16,000 tests per day by June through investing in virus detecting equipment and technology
Effective until:","Canada","Government of Alberta, Officer of the Premier, Minister of Health, Alberta Health Services","Provincial","Provincial","https://www.alberta.ca/release.cfm?xID=71270025A4DC1-FB15-F194-0E10491C5AB8AD29","Alberta"
"67","AB088",2020-04-28,2020-04-28,NA,"Public Awareness Measures",NA,"Who: Government of Alberta, Chief Medical Officer of Health
What: Ordered restrictions on movement of staff members in residential addiction treatment service facilities. This order also includes information on personal protective equipment.
Effective until:","Canada","Government of Alberta, Chief Medical Officer of Health","Provincial","Provincial","https://open.alberta.ca/dataset/2410b30f-2146-40b1-9a9f-a9010c702b0a/resource/41db09c6-612f-4363-89ea-b6e814dfcb30/download/health-cmoh-record-of-decision-cmoh-13-2020.pdf","Alberta"
"68","AB089",2020-04-28,2020-04-28,NA,"Social Distancing",NA,"Who: Government of Alberta, Chief Medical Officer of Health
What: Amended previous order on limits on guest visitation at health care facilities in Alberta to allow for outdoor visits with a designated essential visitor and 1 other person (maximum group of 3) and to allow for visitation at end of life
Effective until:","Canada","Government of Alberta, Chief Medical Officer of Health","Provincial","Provincial","https://open.alberta.ca/dataset/1a2011e5-fc79-43b4-aab0-1c276b16b99b/resource/35ab8044-8c19-480a-9799-ef4f9b95c376/download/health-cmoh-record-of-decision-cmoh-14-2020.pdf","Alberta"
"69","AB090-business",2020-05-01,2020-05-01,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Alberta, Chief Medical Officer of Health
What: Ordered removal of prohibition from attending a golf course, for the purpose of playing golf
Effective until:","Canada","Government of Alberta, Chief Medical Officer of Health","Provincial","Provincial","https://open.alberta.ca/dataset/780f1365-f497-4cec-92f4-d8b5b7b506a5/resource/2e57b700-a629-4b0e-a278-a1d7400f4c87/download/health-cmoh-record-of-decision-cmoh-15-2020.pdf","Alberta"
"70","AB091-health_res",2020-05-03,2020-05-04,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Government of Alberta, Chief Medical Officer of Health
What: Announced the resumption of non-essential health services for Albertans. For regulated health professionals, the college of each will be responsible for providing guidelines to its members who operate community health care clinics. 
Effective until:","Canada","Government of Alberta, Chief Medical Officer of Health","Provincial","Provincial","https://open.alberta.ca/dataset/2a615f78-aa9e-48d9-a323-9f2c08b07667/resource/fcca7551-9a32-4ec0-9545-aa5163f8a284/download/health-cmoh-record-of-decision-cmoh-16-2020.pdf","Alberta"
"71","AB092-business",2020-05-05,2020-05-06,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Alberta, Chief Medical Officer of Health
What: Removed the prohibition from attending an outdoor shooting range
Effective until:","Canada","Government of Alberta, Chief Medical Officer of Health","Provincial","Provincial","https://open.alberta.ca/dataset/402b7ea1-be63-4ce6-94a2-ea5e4383031d/resource/23cc0115-9b3a-45f6-91e3-f5219d7cd9bd/download/health-cmoh-record-of-decision-cmoh-17-2020.pdf","Alberta"
"72","AB093",2020-05-04,2020-05-04,NA,"Public Awareness Measures",NA,"Who: Alberta College of Speech-Language Pathologists and Audiologists
What: Published a guide describing the legislated obligations that apply to speech-language pathologists and audiologists as they reopen their practices
Effective until:","Canada","Alberta College of Speech-Language Pathologists and Audiologists","Provincial","Provincial","https://www.acslpa.ca/Covid-19-pandemic-information/","Alberta"
"73","AB094-health_res",2020-04-30,2020-04-30,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Alberta College of Speech-Language Pathologists and Audiologists
What: Announced that non-essential services should not resume unless several conditions are met: new guidelines for reopened services are published; a sufficient supply of cleaners, sanitizers and personal protective equipment is acquired; and employers must meet occupational health and safety requirements
Effective until:","Canada","Alberta College of Speech-Language Pathologists and Audiologists","Provincial","Provincial","https://www.acslpa.ca/Covid-19-pandemic-information/","Alberta"
"74","AB095",2020-04-23,2020-04-23,"2021-06-30","Health Resources","Other Health Infrastructure","Who: Alberta College and Association of Chiropractors 
What: Expanded telehealth permissions so that chiropractors can conduct virtual consults with new patients. Chiropractors must first receive permission from college.
Effective until: 2021-06-30","Canada","Alberta College and Association of Chiropractors","Provincial","Provincial","https://albertachiro.com/ACAC/Practice_Resources/Temporary_telehealth_permission.aspx","Alberta"
"75","AB096",2020-05-03,2020-05-04,NA,"Public Awareness Measures",NA,"Who: Alberta College and Association of Chiropractors 
What: Approved Alberta College and Association of Chiropractors Pandemic Practice Directive by the province. Chiropractors may reopen only if they are able to implement the directive.
Effective until:","Canada","Alberta College and Association of Chiropractors","Provincial","Provincial","https://pro-bee-beepro-messages.s3.amazonaws.com/443036/423016/822241/5111655.html?modified=1588535288977","Alberta"
"76","AB097",2020-04-28,2020-03-15,NA,"Health Resources","Other Health Infrastructure","Who: Alberta Dental Association and College 
What: Introduced a temporary billing code for remote consultation services — retroactive to 2020-03-15.
Effective until:","Canada","Alberta Dental Association and College","Provincial","Provincial","https://www.dentalhealthalberta.ca/Covid-19-info/other-resources/adac-communications/","Alberta"
"77","AB098-health_res",2020-05-04,2020-05-04,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Alberta College of Optometrists 
What: Issued a directive allowing optometry clinics to offer routine care. The City of Lloydminster is not included as is it governed under the Saskatchewan Public Health Act and must continue to offer emergency/urgent care services only. 
Effective until:","Canada","Alberta College of Optometrists","Provincial","Provincial","https://collegeofoptometrists.ab.ca/wp-content/uploads/2020/05/Return_to_Routine_Optometry_Care.pdf","Alberta"
"78","AB099",2020-04-15,2020-04-15,NA,"Health Resources",NA,"Who: College of Registered Dental Hygienists of Alberta 
What: Announced call for registered dental hygienists who are not presently Alberta Health Services employees to volunteer during the COVID-19 pandemic
Effective until:","Canada","College of Registered Dental Hygienists of Alberta","Provincial","Provincial","https://crdha.ca/","Alberta"
"79","AB100",2020-05-01,2020-05-04,NA,"Public Awareness Measures",NA,"Who: Alberta Dental Association and College 
What: Updated guidelines on emergency and urgent treatment. Definitions of urgent treatment provided. 
Effective until:","Canada","Alberta Dental Association and College","Provincial","Provincial","https://www.dentalhealthalberta.ca/wp-content/uploads/2020/05/Guidelines-on-Emergency-Treatment_5.4.2020.pdf","Alberta"
"80","AB101",2020-03-11,NA,NA,"Health Resources","Other Health Infrastructure","Who: Alberta Health Services
What: Opened assessment centres in Edmonton and Calgary due to high demand for virus testing
Effective until:","Canada","Alberta Health Services","Provincial","Provincial",", https://globalnews.ca/news/6661570/health-link-assessment-labs-alberta-coronavirus/","Alberta"
"81","AB102-business",2020-03-27,2020-03-27,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Alberta, Premier, Chief Medical Officer of Health
What: Ordered closures of non-essential places of business including any place of business providing personal services, wellness services and retail stores
Effective until:","Canada","Government of Alberta, Premier, Chief Medical Officer of Health","Provincial","Provincial","https://open.alberta.ca/dataset/c02f3b06-9c37-4845-98ee-d07d805fdce1/resource/32f3367d-9a15-4aef-af6e-4e960891c14e/download/health-cmoh-record-of-decision-cmoh-07-2020.pdf, https://www.alberta.ca/restrictions-on-businesses.aspx","Alberta"
"82","AB103",2020-05-04,NA,"2020-08-14","Health Resources",NA,"Who: College and Association of Registered Nurses of Alberta 
What: Issued a ministerial order modifying the Nursing Homes General Regulation and the Nursing Homes Operation Regulation to enable nurse practitioners to work to their full scopes of practice in nursing homes during the COVID-19 pandemic
Effective until: 2020-08-14","Canada","College and Association of Registered Nurses of Alberta","Provincial","Provincial","https://nurses.ab.ca/about/what-is-carna/news/news-story/updates-on-novel-coronavirus-covid19, https://www.alberta.ca/release.cfm?xID=71250C5D71902-FADC-21BD-C052BEC9A12ED2A8","Alberta"
"83","AB104-business",2020-05-08,2020-05-08,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Alberta
What: Permitted travel to summer homes, cabins and cottages within Alberta, reminding Albertans to consider local community guidelines and the health and safety of small communities
Effective until:","Canada","Government of Alberta","Provincial","Provincial","https://www.alberta.ca/release.cfm?xID=713059FD4BFD2-C553-8318-CA124E3833514426","Alberta"
"84","AB105-business",2020-05-08,2020-05-08,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Alberta
What: Permitted outdoor gun ranges to open, with restrictions to ensure adequate physical distancing, increased sanitization and limited contact with high-touch objects and surfaces
Effective until:","Canada","Government of Alberta","Provincial","Provincial","https://www.alberta.ca/release.cfm?xID=713059FD4BFD2-C553-8318-CA124E3833514426","Alberta"
"85","AB106-business",2020-05-13,2020-05-14,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Alberta
What: Permitted museums and art galleries to resume operations in all areas 
Effective until:","Canada","Government of Alberta","Provincial","Provincial","https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8","Alberta"
"86","AB107-business",2020-05-13,2020-05-14,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Alberta
What: Permitted cafés, restaurants, pubs and bars to reopen for table service at 50% capacity in all areas except the cities of Calgary and Brooks 
Effective until:","Canada","Government of Alberta","Other (e.g., county)","Provincial","https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8","Alberta"
